Timestamp,Attempt,Weight,Predictive,Reflexive,Derivative,o_neural,o_speed
0.42,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.437,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.453,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.469,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.486,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.503,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.518,1,0.0,0.1,0.0,0.0,0.0,1500.0
0.533,1,0.0,0.2,0.0,0.0,0.0,1500.0
0.55,1,0.0,0.3,0.0,0.0,0.0,1500.0
0.566,1,0.0,0.4,0.0,0.0,0.0,1500.0
0.582,1,0.0,0.5,0.0,0.0,0.0,1500.0
0.598,1,0.0,0.6,0.0,0.0,0.0,1500.0
0.614,1,0.0,0.7,0.0,0.0,0.0,1500.0
0.631,1,0.0,0.8,0.0,0.0,0.0,1500.0
0.647,1,0.0,0.9,0.0,0.0,0.0,1500.0
0.664,1,0.0,1.0,0.0,0.0,0.0,1500.0
0.68,1,0.031249999999999976,1.0,0.05,3.1249999999999973,0.05,1425.0
0.696,1,0.06250000000000017,1.0,0.1,3.125000000000019,0.13156249999999997,1302.65625
0.712,1,0.09375000000000014,1.0,0.15,3.1249999999999964,0.21312500000000018,1180.3124999999998
0.729,1,0.12316176470588247,1.0,0.2,2.9411764705882337,0.29468750000000016,1057.9687499999998
0.744,1,0.15649509803921577,1.0,0.25,3.3333333333333295,0.3743933823529413,938.4099264705881
0.761,1,0.1859068627450981,1.0,0.3,2.941176470588232,0.45806004901960795,812.9099264705881
0.776,1,0.2192401960784314,1.0,0.35,3.3333333333333295,0.537765931372549,693.3511029411765
0.793,1,0.24276960784313728,1.0,0.39,2.3529411764705883,0.6114325980392157,582.8511029411765
0.809,1,0.2740196078431372,1.0,0.44,3.1249999999999964,0.6851973039215686,472.2040441176471
0.825,1,0.3052696078431374,1.0,0.49,3.125000000000018,0.7667598039215686,349.8602941176471
0.841,1,0.3365196078431374,1.0,0.54,3.125,0.8483223039215688,227.51654411764684
0.858,1,0.3659313725490197,1.0,0.59,2.941176470588229,0.9298848039215688,105.17279411764684
0.875,1,0.38946078431372555,1.0,0.63,2.3529411764705883,0.9995906862745099,0.6139705882351336
0.891,2,0.38946078431372555,0.0,0.0,0.0,0.38946078431372555,915.8088235294117
0.907,2,0.38946078431372555,0.0,0.0,0.0,0.38946078431372555,915.8088235294117
0.924,2,0.38946078431372555,0.0,0.0,0.0,0.38946078431372555,915.8088235294117
0.941,2,0.38946078431372555,0.0,0.0,0.0,0.38946078431372555,915.8088235294117
0.958,2,0.38946078431372555,0.0,0.0,0.0,0.38946078431372555,915.8088235294117
0.974,2,0.38946078431372555,0.0,0.0,0.0,0.38946078431372555,915.8088235294117
0.99,2,0.38946078431372555,0.1,0.0,0.0,0.3898502450980393,915.2246323529411
1.006,2,0.38946078431372555,0.2,0.0,0.0,0.390239705882353,914.6404411764705
1.024,2,0.38946078431372555,0.3,0.0,0.0,0.39062916666666675,914.0562499999999
1.041,2,0.38946078431372555,0.4,0.0,0.0,0.3910186274509804,913.4720588235293
1.057,2,0.38946078431372555,0.5,0.0,0.0,0.39140808823529416,912.8878676470588
1.073,2,0.38946078431372555,0.6,0.0,0.0,0.3917975490196079,912.3036764705881
1.089,2,0.38946078431372555,0.7,0.0,0.0,0.3921870098039216,911.7194852941176
1.105,2,0.38946078431372555,0.8,0.0,0.0,0.39257647058823536,911.1352941176469
1.121,2,0.38946078431372555,0.9,0.0,0.0,0.3929659313725491,910.5511029411764
1.137,2,0.38946078431372555,0.99,0.0,0.0,0.3933164460784314,910.0253308823529
1.153,2,0.42071078431372555,1.0,0.05,3.1249999999999973,0.4433553921568628,834.9669117647057
1.17,2,0.4501225490196081,1.0,0.1,2.941176470588252,0.5249178921568628,712.6231617647059
1.185,2,0.4834558823529411,1.0,0.15,3.333333333333305,0.6046237745098042,593.0643382352937
1.202,2,0.5128676470588237,1.0,0.2,2.941176470588253,0.6882904411764705,467.56433823529414
1.217,2,0.5462009803921568,1.0,0.25,3.333333333333305,0.7679963235294119,348.005514705882
1.234,2,0.5697303921568628,1.0,0.29,2.3529411764706003,0.8416629901960784,237.50551470588243
1.25,2,0.6009803921568628,1.0,0.34,3.125,0.9154276960784316,126.8584558823527
1.266,2,0.6322303921568628,1.0,0.39,3.1249999999999964,0.9969901960784314,4.514705882352928
1.283,2,0.6322303921568628,1.0,0.39,0.0,1.0285526960784315,-42.8290441176473
1.299,3,0.6322303921568628,0.0,0.0,0.0,0.6322303921568628,551.6544117647057
1.316,3,0.6322303921568628,0.0,0.0,0.0,0.6322303921568628,551.6544117647057
1.332,3,0.6322303921568628,0.0,0.0,0.0,0.6322303921568628,551.6544117647057
1.348,3,0.6322303921568628,0.0,0.0,0.0,0.6322303921568628,551.6544117647057
1.364,3,0.6322303921568628,0.0,0.0,0.0,0.6322303921568628,551.6544117647057
1.381,3,0.6322303921568628,0.0,0.0,0.0,0.6322303921568628,551.6544117647057
1.397,3,0.6322303921568628,0.1,0.0,0.0,0.6328626225490197,550.7060661764705
1.413,3,0.6322303921568628,0.2,0.0,0.0,0.6334948529411766,549.7577205882351
1.428,3,0.6322303921568628,0.3,0.0,0.0,0.6341270833333335,548.8093749999998
1.444,3,0.6322303921568628,0.4,0.0,0.0,0.6347593137254903,547.8610294117645
1.461,3,0.6322303921568628,0.5,0.0,0.0,0.6353915441176472,546.9126838235292
1.476,3,0.6322303921568628,0.6,0.0,0.0,0.636023774509804,545.964338235294
1.494,3,0.6322303921568628,0.7,0.0,0.0,0.6366560049019608,545.0159926470587
1.511,3,0.6322303921568628,0.8,0.0,0.0,0.6372882352941177,544.0676470588235
1.527,3,0.6322303921568628,0.9,0.0,0.0,0.6379204656862746,543.1193014705881
1.543,3,0.6322303921568628,0.99,0.0,0.0,0.6384894730392158,542.2657904411764
1.558,3,0.6655637254901959,1.0,0.05,3.333333333333306,0.6885526960784315,467.1709558823527
1.575,3,0.6949754901960784,1.0,0.1,2.941176470588252,0.7722193627450978,341.67095588235316
1.591,3,0.7262254901960784,1.0,0.15,3.1249999999999964,0.8519252450980392,222.11213235294122
1.607,3,0.7574754901960784,1.0,0.2,3.1249999999999982,0.9334877450980392,99.76838235294122
1.623,3,0.7824754901960784,1.0,0.24,2.4999999999999964,1.0050502450980392,-7.575367647058783
1.639,4,0.7824754901960784,0.0,0.0,0.0,0.7824754901960784,326.28676470588243
1.656,4,0.7824754901960784,0.0,0.0,0.0,0.7824754901960784,326.28676470588243
1.672,4,0.7824754901960784,0.0,0.0,0.0,0.7824754901960784,326.28676470588243
1.689,4,0.7824754901960784,0.0,0.0,0.0,0.7824754901960784,326.28676470588243
1.705,4,0.7824754901960784,0.0,0.0,0.0,0.7824754901960784,326.28676470588243
1.722,4,0.7824754901960784,0.0,0.0,0.0,0.7824754901960784,326.28676470588243
1.738,4,0.7824754901960784,0.1,0.0,0.0,0.7832579656862745,325.1130514705883
1.754,4,0.7824754901960784,0.2,0.0,0.0,0.7840404411764705,323.93933823529414
1.769,4,0.7824754901960784,0.3,0.0,0.0,0.7848229166666667,322.765625
1.785,4,0.7824754901960784,0.4,0.0,0.0,0.7856053921568628,321.59191176470586
1.802,4,0.7824754901960784,0.5,0.0,0.0,0.7863878676470588,320.4181985294117
1.819,4,0.7824754901960784,0.6,0.0,0.0,0.7871703431372549,319.2444852941178
1.835,4,0.7824754901960784,0.7,0.0,0.0,0.7879528186274509,318.07077205882365
1.852,4,0.7824754901960784,0.8,0.0,0.0,0.7887352941176471,316.8970588235293
1.867,4,0.7824754901960784,0.9,0.0,0.0,0.7895177696078431,315.72334558823536
1.884,4,0.7824754901960784,0.99,0.0,0.0,0.7902219975490196,314.6670036764706
1.901,4,0.8118872549019606,1.0,0.05,2.9411764705882137,0.8403002450980392,239.54963235294122
1.917,4,0.8431372549019606,1.0,0.1,3.1249999999999973,0.9200061274509801,119.99080882352996
