Timestamp,Attempt,Weight,Predictive,Reflexive,Derivative,o_neural,o_speed
0.551,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.563,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.58,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.595,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.612,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.629,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.645,1,0.0,0.1,0.0,0.0,0.0,1500.0
0.661,1,0.0,0.2,0.0,0.0,0.0,1500.0
0.677,1,0.0,0.3,0.0,0.0,0.0,1500.0
0.695,1,0.0,0.4,0.0,0.0,0.0,1500.0
0.712,1,0.0,0.5,0.0,0.0,0.0,1500.0
0.728,1,0.0,0.6,0.0,0.0,0.0,1500.0
0.745,1,0.0,0.7,0.0,0.0,0.0,1500.0
0.761,1,0.0,0.8,0.0,0.0,0.0,1500.0
0.778,1,0.0,0.89,0.0,0.0,0.0,1500.0
0.793,1,0.0,0.99,0.0,0.0,0.0,1500.0
0.81,1,0.029411764705882328,1.0,0.05,2.941176470588233,0.05,1425.0
0.826,1,0.060661764705882526,1.0,0.1,3.125000000000019,0.12941176470588234,1305.8823529411766
0.842,1,0.0919117647058825,1.0,0.15,3.1249999999999964,0.21066176470588252,1184.0073529411761
0.859,1,0.11544117647058837,1.0,0.19,2.3529411764705865,0.28191176470588253,1077.1323529411761
0.875,1,0.14669117647058832,1.0,0.24,3.1249999999999964,0.35544117647058837,966.8382352941175
0.892,1,0.17610294117647066,1.0,0.29,2.941176470588232,0.4366911764705883,844.9632352941176
0.907,1,0.20943627450980398,1.0,0.34,3.3333333333333335,0.5161029411764707,725.8455882352939
0.925,1,0.23721405228758172,1.0,0.39,2.7777777777777746,0.599436274509804,600.845588235294
0.941,1,0.2684640522875819,1.0,0.44,3.125000000000018,0.6772140522875817,484.1789215686275
0.957,1,0.2934640522875819,1.0,0.48,2.4999999999999964,0.7484640522875818,377.3039215686272
0.975,1,0.32124183006535967,1.0,0.53,2.7777777777777777,0.8234640522875819,264.8039215686272
0.991,1,0.3524918300653596,1.0,0.58,3.124999999999993,0.9012418300653596,148.13725490196066
1.008,1,0.38190359477124197,1.0,0.63,2.9411764705882355,0.9824918300653596,26.26225490196066
1.024,1,0.38815359477124195,1.0,0.64,0.625,1.021903594771242,-32.85539215686299
1.041,2,0.38815359477124195,0.0,0.0,0.0,0.0,1500.0
1.057,2,0.38815359477124195,0.0,0.0,0.0,0.0,1500.0
1.074,2,0.38815359477124195,0.0,0.0,0.0,0.0,1500.0
1.091,2,0.38815359477124195,0.0,0.0,0.0,0.0,1500.0
