Timestamp,Attempt,Weight,Predictive,Reflexive,Derivative,o_neural,o_speed
0.451,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.455,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.472,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.518,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.52,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.538,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.556,1,0.0,0.1,0.0,0.0,0.0,1500.0
0.583,1,0.0,0.2,0.0,0.0,0.0,1500.0
0.586,1,0.0,0.3,0.0,0.0,0.0,1500.0
0.602,1,0.0,0.4,0.0,0.0,0.0,1500.0
0.619,1,0.0,0.5,0.0,0.0,0.0,1500.0
0.634,1,0.0,0.6,0.0,0.0,0.0,1500.0
0.65,1,0.0,0.7,0.0,0.0,0.0,1500.0
0.665,1,0.0,0.8,0.0,0.0,0.0,1500.0
0.682,1,0.0,0.89,0.0,0.0,0.0,1500.0
0.698,1,0.0,0.99,0.0,0.0,0.0,1500.0
0.715,1,0.029411764705882328,1.0,0.05,2.941176470588233,0.05,1425.0
0.732,1,0.058823529411764656,1.0,0.1,2.941176470588233,0.12970588235294117,1305.4411764705883
0.748,1,0.09007352941176462,1.0,0.15,3.1249999999999964,0.2094117647058823,1185.8823529411766
0.764,1,0.1150735294117646,1.0,0.19,2.4999999999999982,0.28097426470588227,1078.5386029411766
0.781,1,0.14448529411764693,1.0,0.24,2.941176470588232,0.35622426470588225,965.6636029411766
0.799,1,0.17226307189542467,1.0,0.29,2.7777777777777746,0.4359301470588234,846.104779411765
0.812,1,0.21072461035696313,1.0,0.34,3.8461538461538463,0.5139857026143789,729.0214460784316
0.828,1,0.24197461035696333,1.0,0.39,3.125000000000018,0.6028318564605328,595.7522153092008
0.844,1,0.27322461035696327,1.0,0.44,3.1249999999999964,0.6843943564605329,473.40846530920066
0.87,1,0.2924553795877325,1.0,0.49,1.923076923076921,0.7659568564605329,351.06471530920066
0.878,1,0.3424553795877325,1.0,0.53,5.0,0.8253799333836098,261.9300999245852
0.893,1,0.37578871292106575,1.0,0.58,3.333333333333326,0.9258799333836097,111.18009992458542
0.91,1,0.4052004776269481,1.0,0.63,2.9411764705882355,1.0095466000502764,-14.31990007541458
0.926,2,0.4052004776269481,0.0,0.0,0.0,0.4052004776269481,892.1992835595778
0.942,2,0.4052004776269481,0.0,0.0,0.0,0.4052004776269481,892.1992835595778
0.958,2,0.4052004776269481,0.0,0.0,0.0,0.4052004776269481,892.1992835595778
0.973,2,0.4052004776269481,0.0,0.0,0.0,0.4052004776269481,892.1992835595778
0.99,2,0.4052004776269481,0.0,0.0,0.0,0.4052004776269481,892.1992835595778
1.006,2,0.4052004776269481,0.0,0.0,0.0,0.4052004776269481,892.1992835595778
1.021,2,0.4052004776269481,0.1,0.0,0.0,0.40560567810457504,891.5914828431374
1.038,2,0.4052004776269481,0.2,0.0,0.0,0.40601087858220203,890.983682126697
1.054,2,0.4052004776269481,0.3,0.0,0.0,0.40641607905982896,890.3758814102565
1.07,2,0.4052004776269481,0.4,0.0,0.0,0.4068212795374559,889.7680806938162
1.085,2,0.4052004776269481,0.5,0.0,0.0,0.4072264800150828,889.1602799773758
1.102,2,0.4052004776269481,0.6,0.0,0.0,0.4076316804927098,888.5524792609352
1.119,2,0.4052004776269481,0.7,0.0,0.0,0.40803688097033675,887.9446785444949
1.135,2,0.4052004776269481,0.79,0.0,0.0,0.408401561400201,887.3976578996985
1.15,2,0.4052004776269481,0.89,0.0,0.0,0.40880676187782794,886.789857183258
1.167,2,0.4052004776269481,0.99,0.0,0.0,0.4092119623554549,886.1820564668177
1.183,2,0.4364504776269481,1.0,0.05,3.1249999999999973,0.4592524824032176,811.1212763951736
1.2,2,0.46586224233283063,1.0,0.1,2.941176470588252,0.5408149824032176,688.7775263951736
1.216,2,0.4908622423328306,1.0,0.14,2.4999999999999982,0.610520864756159,584.2187028657615
1.232,2,0.5221122423328306,1.0,0.19,3.1249999999999964,0.6857708647561589,471.34370286576177
1.249,2,0.5515240070387127,1.0,0.24,2.941176470588213,0.7673333647561589,348.99995286576177
1.265,2,0.5827740070387132,1.0,0.29,3.12500000000004,0.8470392471091,229.44112933635006
1.281,2,0.6140240070387132,1.0,0.34,3.125,0.9286017471091004,107.09737933634938
1.298,2,0.6375534188034189,1.0,0.38,2.3529411764705697,1.0001642471091003,-0.2463706636506231
