Timestamp,Attempt,Weight,Predictive,Reflexive,Derivative,o_neural,o_speed
0.434,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.446,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.461,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.477,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.493,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.51,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.526,1,0.0,0.1,0.0,0.0,0.0,1500.0
0.542,1,0.0,0.2,0.0,0.0,0.0,1500.0
0.558,1,0.0,0.3,0.0,0.0,0.0,1500.0
0.575,1,0.0,0.4,0.0,0.0,0.0,1500.0
0.593,1,0.0,0.5,0.0,0.0,0.0,1500.0
0.608,1,0.0,0.6,0.0,0.0,0.0,1500.0
0.625,1,0.0,0.7,0.0,0.0,0.0,1500.0
0.641,1,0.0,0.8,0.0,0.0,0.0,1500.0
0.657,1,0.0,0.89,0.0,0.0,0.0,1500.0
0.674,1,0.0,0.99,0.0,0.0,0.0,1500.0
0.69,1,0.031250000000000194,1.0,0.05,3.125000000000019,0.05,1425.0
0.706,1,0.06250000000000017,1.0,0.1,3.1249999999999973,0.1315625000000002,1302.6562499999998
0.722,1,0.09375000000000014,1.0,0.15,3.1249999999999964,0.21312500000000018,1180.3124999999998
0.739,1,0.117279411764706,1.0,0.19,2.3529411764705865,0.28468750000000015,1072.9687499999998
0.755,1,0.14852941176470597,1.0,0.24,3.1249999999999964,0.35845220588235305,962.3216911764704
0.77,1,0.18186274509803926,1.0,0.29,3.3333333333333295,0.44001470588235303,839.9779411764705
0.787,1,0.21127450980392162,1.0,0.34,2.9411764705882355,0.5236813725490197,714.4779411764705
0.803,1,0.2425245098039216,1.0,0.39,3.1249999999999964,0.6033872549019609,594.9191176470587
0.819,1,0.27377450980392176,1.0,0.44,3.125000000000018,0.6849497549019608,472.5753676470588
0.835,1,0.29877450980392173,1.0,0.48,2.4999999999999964,0.756512254901961,365.23161764705856
0.852,1,0.3281862745098041,1.0,0.53,2.9411764705882355,0.831762254901961,252.35661764705856
0.868,1,0.35943627450980403,1.0,0.58,3.124999999999993,0.911468137254902,132.79779411764684
0.885,1,0.3888480392156864,1.0,0.63,2.9411764705882355,0.993030637254902,10.454044117646845
0.901,1,0.3888480392156864,1.0,0.63,0.0,1.0227365196078433,-34.104779411764866
0.917,2,0.3888480392156864,0.0,0.0,0.0,0.3888480392156864,916.7279411764704
0.934,2,0.3888480392156864,0.0,0.0,0.0,0.3888480392156864,916.7279411764704
0.95,2,0.3888480392156864,0.0,0.0,0.0,0.3888480392156864,916.7279411764704
0.966,2,0.3888480392156864,0.0,0.0,0.0,0.3888480392156864,916.7279411764704
0.982,2,0.3888480392156864,0.0,0.0,0.0,0.3888480392156864,916.7279411764704
0.999,2,0.3888480392156864,0.0,0.0,0.0,0.3888480392156864,916.7279411764704
1.016,2,0.3888480392156864,0.1,0.0,0.0,0.3892368872549021,916.1446691176469
1.032,2,0.3888480392156864,0.2,0.0,0.0,0.38962573529411776,915.5613970588233
1.048,2,0.3888480392156864,0.3,0.0,0.0,0.39001458333333344,914.9781249999999
1.064,2,0.3888480392156864,0.4,0.0,0.0,0.3904034313725491,914.3948529411763
1.081,2,0.3888480392156864,0.5,0.0,0.0,0.3907922794117648,913.8115808823528
