Timestamp,Attempt,Weight,Predictive,Reflexive,Derivative,o_neural,o_speed
0.451,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.468,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.484,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.5,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.516,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.534,1,0.0,0.0,0.0,0.0,0.0,1500.0
0.548,1,0.0,0.1,0.0,0.0,0.0,1500.0
0.566,1,0.0,0.2,0.0,0.0,0.0,1500.0
0.58,1,0.0,0.3,0.0,0.0,0.0,1500.0
0.597,1,0.0,0.4,0.0,0.0,0.0,1500.0
0.613,1,0.0,0.5,0.0,0.0,0.0,1500.0
0.631,1,0.0,0.6,0.0,0.0,0.0,1500.0
0.649,1,0.0,0.7,0.0,0.0,0.0,1500.0
0.664,1,0.0,0.8,0.0,0.0,0.0,1500.0
0.68,1,0.0,0.9,0.0,0.0,0.0,1500.0
0.697,1,0.0,1.0,0.0,0.0,0.0,1500.0
0.718,1,0.02380952380952379,1.0,0.05,2.380952380952379,0.05,1425.0
0.732,1,0.05952380952380948,1.0,0.1,3.5714285714285685,0.12404761904761903,1313.9285714285716
0.747,1,0.09285714285714278,1.0,0.15,3.3333333333333295,0.21011904761904757,1184.8214285714287
0.763,1,0.12410714285714276,1.0,0.2,3.1249999999999982,0.2937857142857142,1059.3214285714287
0.779,1,0.15535714285714272,1.0,0.25,3.1249999999999964,0.3753482142857142,936.9776785714287
0.794,1,0.18869047619047602,1.0,0.3,3.3333333333333295,0.45691071428571417,814.6339285714288
0.81,1,0.219940476190476,1.0,0.35,3.1249999999999964,0.5405773809523807,689.1339285714289
0.827,1,0.24346988795518204,1.0,0.39,2.3529411764706034,0.6121398809523808,581.7901785714288
0.844,1,0.27288165266106434,1.0,0.44,2.941176470588232,0.6859045868347339,471.14311974789916
0.859,1,0.30621498599439767,1.0,0.49,3.3333333333333295,0.7656104691876751,351.58429621848745
0.876,1,0.33562675070028003,1.0,0.54,2.9411764705882355,0.8492771358543416,226.08429621848768
0.894,1,0.36340452847805776,1.0,0.59,2.7777777777777715,0.9289830182072828,106.52547268907574
0.909,1,0.39007119514472444,1.0,0.63,2.6666666666666665,0.9970385737628383,4.4421393557424835
0.925,1,0.39007119514472444,1.0,0.63,0.0,1.0239719070961717,-35.95786064425761
0.942,2,0.39007119514472444,0.0,0.0,0.0,0.39007119514472444,914.8932072829133
0.959,2,0.39007119514472444,0.0,0.0,0.0,0.39007119514472444,914.8932072829133
0.974,2,0.39007119514472444,0.0,0.0,0.0,0.39007119514472444,914.8932072829133
0.99,2,0.39007119514472444,0.0,0.0,0.0,0.39007119514472444,914.8932072829133
1.006,2,0.39007119514472444,0.0,0.0,0.0,0.39007119514472444,914.8932072829133
1.022,2,0.39007119514472444,0.0,0.0,0.0,0.39007119514472444,914.8932072829133
1.038,2,0.39007119514472444,0.1,0.0,0.0,0.39046126633986916,914.3081004901962
1.055,2,0.39007119514472444,0.2,0.0,0.0,0.3908513375350139,913.7229936974792
1.07,2,0.39007119514472444,0.3,0.0,0.0,0.3912414087301586,913.1378869047621
1.087,2,0.39007119514472444,0.4,0.0,0.0,0.39163147992530334,912.552780112045
1.104,2,0.39007119514472444,0.5,0.0,0.0,0.39202155112044806,911.9676733193279
1.121,2,0.39007119514472444,0.6,0.0,0.0,0.3924116223155928,911.3825665266108
1.137,2,0.39007119514472444,0.7,0.0,0.0,0.3928016935107375,910.7974597338937
1.154,2,0.39007119514472444,0.8,0.0,0.0,0.39319176470588224,910.2123529411766
1.17,2,0.39007119514472444,0.9,0.0,0.0,0.39358183590102697,909.6272461484596
1.185,2,0.39007119514472444,0.99,0.0,0.0,0.3939328999766572,909.1006500350142
1.201,2,0.42132119514472444,1.0,0.05,3.1249999999999973,0.4439719070961717,834.0421393557425
1.218,2,0.45073295985060696,1.0,0.1,2.941176470588252,0.5255344070961717,711.6983893557424
1.233,2,0.48406629318394,1.0,0.15,3.333333333333305,0.605240289449113,592.1395658263305
1.249,2,0.51531629318394,1.0,0.2,3.1249999999999982,0.6889069561157795,466.6395658263309
1.266,2,0.5447280578898225,1.0,0.25,2.941176470588251,0.7704694561157794,344.2958158263309
1.282,2,0.5697280578898225,1.0,0.29,2.4999999999999964,0.8401753384687207,239.73699229691897
1.297,2,0.603061391223156,1.0,0.34,3.333333333333358,0.9154253384687208,126.86199229691897
1.314,2,0.6324731559290382,1.0,0.39,2.941176470588213,0.9990920051353877,1.3619922969185154
1.331,2,0.6324731559290382,1.0,0.39,0.0,1.0287978874883286,-43.19683123249274
1.349,3,0.6324731559290382,0.0,0.0,0.0,0.6324731559290382,551.2902661064427
1.365,3,0.6324731559290382,0.0,0.0,0.0,0.6324731559290382,551.2902661064427
1.383,3,0.6324731559290382,0.0,0.0,0.0,0.6324731559290382,551.2902661064427
1.397,3,0.6324731559290382,0.0,0.0,0.0,0.6324731559290382,551.2902661064427
1.414,3,0.6324731559290382,0.0,0.0,0.0,0.6324731559290382,551.2902661064427
1.43,3,0.6324731559290382,0.01,0.0,0.0,0.6325364032446311,551.1953951330534
1.447,3,0.6324731559290382,0.1,0.0,0.0,0.6331056290849673,550.3415563725491
1.463,3,0.6324731559290382,0.2,0.0,0.0,0.6337381022408962,549.3928466386557
1.479,3,0.6324731559290382,0.3,0.0,0.0,0.6343705753968253,548.4441369047621
1.496,3,0.6324731559290382,0.4,0.0,0.0,0.6350030485527544,547.4954271708684
1.512,3,0.6324731559290382,0.5,0.0,0.0,0.6356355217086834,546.5467174369749
1.529,3,0.6324731559290382,0.6,0.0,0.0,0.6362679948646124,545.5980077030814
1.545,3,0.6324731559290382,0.7,0.0,0.0,0.6369004680205415,544.6492979691878
1.563,3,0.6324731559290382,0.8,0.0,0.0,0.6375329411764705,543.7005882352942
1.578,3,0.6324731559290382,0.9,0.0,0.0,0.6381654143323995,542.7518785014008
1.594,3,0.6324731559290382,1.0,0.0,0.0,0.6387978874883286,541.8031687675071
1.611,3,0.6618849206349207,1.0,0.05,2.941176470588252,0.6887978874883286,466.80316876750703
1.626,3,0.6952182539682542,1.0,0.1,3.3333333333333552,0.7685037698412699,347.2443452380951
1.643,3,0.7246300186741363,1.0,0.15,2.941176470588213,0.8521704365079368,221.74434523809487
1.66,3,0.7540417833800189,1.0,0.2,2.941176470588253,0.9318763188608776,102.18552170868361
1.677,3,0.7775711951447246,1.0,0.24,2.3529411764705697,1.0015822012138191,-2.373301820728784
1.694,4,0.7775711951447246,0.0,0.0,0.0,0.7775711951447246,333.6432072829132
1.71,4,0.7775711951447246,0.0,0.0,0.0,0.7775711951447246,333.6432072829132
1.726,4,0.7775711951447246,0.0,0.0,0.0,0.7775711951447246,333.6432072829132
1.742,4,0.7775711951447246,0.0,0.0,0.0,0.7775711951447246,333.6432072829132
1.759,4,0.7775711951447246,0.0,0.0,0.0,0.7775711951447246,333.6432072829132
1.776,4,0.7775711951447246,0.0,0.0,0.0,0.7775711951447246,333.6432072829132
1.792,4,0.7775711951447246,0.1,0.0,0.0,0.7783487663398694,332.47685049019583
1.807,4,0.7775711951447246,0.2,0.0,0.0,0.779126337535014,331.31049369747893
1.824,4,0.7775711951447246,0.3,0.0,0.0,0.7799039087301588,330.1441369047618
1.84,4,0.7775711951447246,0.4,0.0,0.0,0.7806814799253036,328.9777801120447
1.856,4,0.7775711951447246,0.5,0.0,0.0,0.7814590511204482,327.81142331932756
1.872,4,0.7775711951447246,0.6,0.0,0.0,0.782236622315593,326.64506652661044
1.888,4,0.7775711951447246,0.7,0.0,0.0,0.7830141935107376,325.47870973389354
1.905,4,0.7775711951447246,0.8,0.0,0.0,0.7837917647058824,324.3123529411764
1.92,4,0.7775711951447246,0.9,0.0,0.0,0.7845693359010272,323.1459961484593
1.936,4,0.7775711951447246,0.99,0.0,0.0,0.7852691499766574,322.09627503501383
1.953,4,0.8069829598506068,1.0,0.05,2.9411764705882137,0.8353469070961719,246.97963935574217
1.969,4,0.8382329598506068,1.0,0.1,3.1249999999999973,0.9150527894491128,127.42081582633068
1.985,4,0.8694829598506068,1.0,0.15,3.1249999999999964,0.9966152894491128,5.077065826330681
2.001,4,0.8694829598506068,1.0,0.15,0.0,1.0281777894491129,-42.26668417366932
2.017,5,0.8694829598506068,0.0,0.0,0.0,0.8694829598506068,195.77556022409
2.033,5,0.8694829598506068,0.0,0.0,0.0,0.8694829598506068,195.77556022409
2.05,5,0.8694829598506068,0.0,0.0,0.0,0.8694829598506068,195.77556022409
2.065,5,0.8694829598506068,0.0,0.0,0.0,0.8694829598506068,195.77556022409
2.081,5,0.8694829598506068,0.0,0.0,0.0,0.8694829598506068,195.77556022409
2.097,5,0.8694829598506068,0.0,0.0,0.0,0.8694829598506068,195.77556022409
2.114,5,0.8694829598506068,0.1,0.0,0.0,0.8703524428104573,194.47133578431408
2.13,5,0.8694829598506068,0.2,0.0,0.0,0.871221925770308,193.16711134453794
2.146,5,0.8694829598506068,0.3,0.0,0.0,0.8720914087301586,191.86288690476226
2.164,5,0.8694829598506068,0.4,0.0,0.0,0.8729608916900092,190.55866246498613
2.18,5,0.8694829598506068,0.5,0.0,0.0,0.8738303746498598,189.25443802521022
2.197,5,0.8694829598506068,0.6,0.0,0.0,0.8746998576097104,187.95021358543454
2.213,5,0.8694829598506068,0.7,0.0,0.0,0.875569340569561,186.6459891456584
2.229,5,0.8694829598506068,0.8,0.0,0.0,0.8764388235294116,185.3417647058825
2.246,5,0.8694829598506068,0.9,0.0,0.0,0.8773083064892622,184.03754026610682
2.261,5,0.8694829598506068,0.99,0.0,0.0,0.8780908411531277,182.86373827030843
2.278,5,0.8988947245564892,1.0,0.05,2.941176470588252,0.9281777894491129,107.73331582633068
2.296,5,0.9211169467787117,1.0,0.09,2.222222222222247,0.9978836718020541,3.17449229691897
2.311,5,0.9211169467787117,1.0,0.09,0.0,1.0203281162464988,-30.492174369748227
2.328,6,0.9211169467787117,0.0,0.0,0.0,0.9211169467787117,118.3245798319324
2.344,6,0.9211169467787117,0.0,0.0,0.0,0.9211169467787117,118.3245798319324
2.36,6,0.9211169467787117,0.0,0.0,0.0,0.9211169467787117,118.3245798319324
2.376,6,0.9211169467787117,0.0,0.0,0.0,0.9211169467787117,118.3245798319324
2.392,6,0.9211169467787117,0.0,0.0,0.0,0.9211169467787117,118.3245798319324
2.408,6,0.9211169467787117,0.0,0.0,0.0,0.9211169467787117,118.3245798319324
2.426,6,0.9211169467787117,0.09,0.0,0.0,0.9219459520308125,117.08107195378125
2.441,6,0.9211169467787117,0.19,0.0,0.0,0.9228670689775913,115.69939653361303
2.458,6,0.9211169467787117,0.29,0.0,0.0,0.92378818592437,114.31772111344503
2.474,6,0.9211169467787117,0.38,0.0,0.0,0.9246171911764708,113.07421323529388
2.49,6,0.9211169467787117,0.47,0.0,0.0,0.9254461964285716,111.8307053571425
2.505,6,0.9211169467787117,0.57,0.0,0.0,0.9263673133753504,110.44902993697451
2.521,6,0.9211169467787117,0.66,0.0,0.0,0.9271963186274512,109.20552205882314
2.537,6,0.9211169467787117,0.75,0.0,0.0,0.928025323879552,107.96201418067199
2.554,6,0.9211169467787117,0.84,0.0,0.0,0.9288543291316529,106.71850630252061
2.57,6,0.9211169467787117,0.92,0.0,0.0,0.9295912226890758,105.6131659663863
2.587,6,0.926999299719888,1.0,0.01,0.588235294117635,0.9403281162464988,89.50782563025177
2.604,6,0.9446463585434175,1.0,0.04,1.7647058823529511,0.976269292717087,35.59606092436957
2.621,6,0.9564110644257705,1.0,0.06,1.1764705882353006,1.0140928221288517,-21.139233193277505
2.637,7,0.9564110644257705,0.0,0.0,0.0,0.9564110644257705,65.38340336134434
2.652,7,0.9564110644257705,0.0,0.0,0.0,0.9564110644257705,65.38340336134434
